Country,Long,Lat,Paper,Range
Czech Republic,17.1669,49.7024,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,17.1413,49.7133,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,17.0138,49.7214,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,17.0138,49.7214,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,15.4849,49.7560,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,18.2338,49.7771,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.1974,49.7823,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.1974,49.7823,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,18.2625,49.8209,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.2975,49.8572,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.2989,49.8600,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,12.7012,49.9646,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Czech Republic,12.7012,49.9646,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Czech Republic,12.7012,49.9646,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Czech Republic,13.9643,49.9775,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.3617,49.9832,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae: Vespinae) from the Czech Republic and Slovakia in the collections of the Moravian Museum, Brno. Acta Musei Moraviae, Scientiae biologicae (Brno) 91: 149-157",Native
Czech Republic,17.0908,50.0117,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae: Vespinae) from the Czech Republic and Slovakia in the collections of the Moravian Museum, Brno. Acta Musei Moraviae, Scientiae biologicae (Brno) 91: 149-157",Native
Czech Republic,14.4378,50.0755,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,15.8252,50.2104,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,15.8252,50.2104,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.9955,50.2117,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae: Vespinae) from the Czech Republic and Slovakia in the collections of the Moravian Museum, Brno. Acta Musei Moraviae, Scientiae biologicae (Brno) 91: 149-157",Native
Czech Republic,14.4789,50.4744,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Czech Republic,15.3653,50.7593,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,15.3653,50.7593,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Czech Republic,14.0667,50.7667,"Kula & Tyrner (2003) Hymenoptera (Aculeata) of spruce stands in the air-pollution region of Northern Bohemia. JOURNAL OF FOREST SCIENCE, 49, 2003 (5): 200–207",Native
Estonia,25.5001,58.8867,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Estonia,25.5001,58.8867,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Estonia,26.0257,58.9645,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Estonia,26.2698,59.0422,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Finland,24.9384,60.1699,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
Finland,25.0171,60.1970,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Finland,22.2666,60.4518,Sorvari (2013Social wasp (Hymenoptera: Vespidae) beer trapping in Finland 2008–2012: a German surprise. Entomologica Fennica 24: 156-164,Native
Finland,22.2666,60.4518,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
Finland,29.7636,62.6010,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
Finland,27.6782,62.8980,Sorvari (2013Social wasp (Hymenoptera: Vespidae) beer trapping in Finland 2008–2012: a German surprise. Entomologica Fennica 24: 156-164,Native
Finland,25.4651,65.0121,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
Finland,32.8920,67.9431,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
Finland,20.2187,69.5763,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
Finland,27.0285,69.9090,"Pekkarinen & Hulden (1995) Distribution and phenology of the Vespinae and Polistinae species in eastern
Fennoscandia (Hymenoptera: Vespidae). Sahlbergia Vo!. 2:99-111",Native
France,7.2871,44.1169,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,6.8875,44.2848,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,6.8240,44.2928,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,6.7966,44.4754,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,1.2167,45.7333,Hengoat (2008) The asian hornet (Hymenoptera vespidae) in the Coubre forest (Charente-Maritime. Entomologiste (Paris)  64: 192,Native
France,3.5295,47.2382,MARION (1977) SOCIAL WASPS FROM THE NIEVRE AND MORVAN REGIONS FRANCE HYMENOPTERA VESPIDAE. Entomologiste 33: 77-83. ,Native
France,2.3929,48.4470,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,2.3929,48.4470,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,2.0281,48.6183,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
France,2.0281,48.6183,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,2.4214,48.8328,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,2.4214,48.8328,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
France,2.3625,48.8431,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Germany,2.6384,47.8678,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Germany,11.1173,48.0096,"Kelber A, Jonsson F, Wallén R, Warrant E, Kornfeldt T, Baird E (2011) Hornets Can Fly at Night without Obvious Adaptations of Eyes and Ocelli. PLoS ONE 6(7): e218923",Native
Germany,12.6698,48.9990,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Germany,12.4869,49.0976,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Germany,13.3167,49.1000,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Germany,7.4161,50.5749,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Germany,9.4057,51.0524,"Fluegel (2007) Wasps and ants (Hymenoptera aculeata (excl. apidae) et gasteruptiidae) in Halberg near Neumorschen (north Hessen, Fulda valley). Philippia 13: 37-44",Native
Germany,13.2017,51.1045,"Eck (1993) Do the changes climatic conditions influence the body color pattern of the workers in the long nest period of Vespula vulgaris (L.)? (Insecta, Hymenoptera: Vespidae). Entomologische Abhandlungen (Dresden). 55: 169-183",Native
Germany,9.7431,51.5483,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Germany,9.7760,51.5519,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Germany,13.2003,52.5352,"Ulrich & Beier (2008) A recent record of Metoecus paradoxus (Linne, 1761) (Coleoptera, Rhipiphoridae) from a house in Berlin-Spandau. Maerkische Entomologische Nachrichten 10: 212-218",Native
Germany,8.2146,53.1435,"HAESELER, V (1988) A NEST OF PARAVESPULA-VULGARIS (L) (HYM, VESPIDAE) IN A JUNIPER-TREE. JOURNAL OF APPLIED ENTOMOLOGY-ZEITSCHRIFT FUR ANGEWANDTE ENTOMOLOGIE 105: 14-18",Native
Germany,10.4300,54.2200,"Ziesemer & Meyburg (2015) Home range, habitat use and diet of Honey-buzzards during the breeding season. 108 Issue:8 Pages:467-481.",Native
Greece,23.1300,41.2100,"Dvorak & Ramel (2009) Social wasps of Wetland Kerkini, northern Greece (Hymenoptera: Vespidae: Vespinae, Polistinae). Linzer biol. Beitr.41: 1937-1948",Native
Greece,23.2525,41.2655,"Dvorak & Ramel (2009) Social wasps of Wetland Kerkini, northern Greece (Hymenoptera: Vespidae: Vespinae, Polistinae). Linzer biol. Beitr.41: 1937-1950",Native
Greece,23.2928,41.2757,"Dvorak & Ramel (2009) Social wasps of Wetland Kerkini, northern Greece (Hymenoptera: Vespidae: Vespinae, Polistinae). Linzer biol. Beitr.41: 1937-1949",Native
Greece,23.2014,41.3173,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Hungary,20.3854,47.8992,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Hungary,20.3854,47.8992,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Hungary,20.3854,47.8992,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Iran,47.0778,34.3277,"Dvorak et al. (2012) On the distribution and taxonomy of vespine wasps of Iran (Hymenoptera: Vespidae: Vespinae). Acta Musei Moraviae, Scientiae biologicae (Brno) 97(2): 69–86, 2012",Native
Iran,59.1042,35.1020,"Dvorak et al. (2012) On the distribution and taxonomy of vespine wasps of Iran (Hymenoptera: Vespidae: Vespinae). Acta Musei Moraviae, Scientiae biologicae (Brno) 97(2): 69–86, 2012",Native
Ireland,-8.0138,53.2060,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Ireland,-8.8650,53.2252,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Ireland,-9.0568,53.2707,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Ireland,-6.5385,53.3399,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Italy,12.6615,45.9564,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Italy,12.4939,46.0314,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Italy,11.2888,46.7341,"Eck (1993) Do the changes climatic conditions influence the body color pattern of the workers in the long nest period of Vespula vulgaris (L.)? (Insecta, Hymenoptera: Vespidae). Entomologische Abhandlungen (Dresden). 55: 169-183",Native
Japan,138.7278,35.3606,"Persson, S. (2015) Phylogeny and taxonomy of the subfamily Vespinae (Hymenoptera: Vespidae), based on five molecular markers. Masters Thesis, Department of Biological and Environmental Sciences University of Gothenburg.",Native
Japan,137.6532,36.2513,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,139.4822,36.7329,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,138.2535,37.0252,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,141.0713,39.9565,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,143.1961,42.9239,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,141.3544,43.0621,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,140.8135,43.0835,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,144.1040,43.4573,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,143.5864,43.6763,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,143.3370,44.0030,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,145.8500,44.1167,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Japan,142.0667,44.8167,Yamane et al. (1980) A tentative revision of the subgenus Paravespula of eastern Asia (Hymenoptera: Vespidae). Insecta matsumurana 19: 1-46,Native
Lithuana,24.3131,54.1078,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Lithuana,24.2928,54.1158,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Lithuana,24.9644,54.8388,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Lithuana,25.0319,54.8647,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Mongolia,107.4000,47.8333,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Netherlands,5.6654,51.9692,Lucas-Barbosa et al. Caught between Parasitoids and Predators - Survival of a Specialist Herbivore on Leaves and Flowers of Mustard Plants. JOURNAL OF CHEMICAL ECOLOGY 40: 621-631,Native
Netherlands,4.4970,52.1601,Muller & Brakefield (2003) Analysis of a chemical defense in sawfly larvae: Easy bleeding targets predatory wasps in late summer. Journal of Chemical Ecology 29: 2683-2694,Native
Northern Ireland,-6.2698,54.3490,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Poland,18.4055,49.9480,Pawlikowski et al. (2016) Diversity of Social Wasp Communities (Hymenoptera: Polistinae and Vespinae) in the Agricultural Landscape of Central Poland. Acta Zoologica Bulgarica 68(4):553-559,Native
Poland,19.8056,50.0078,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Poland,19.8143,50.0139,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
Poland,19.8826,50.0311,Lester et al. (2014) Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris). Diversity and Distributions 20: 964–974.,Native
Poland,19.8826,50.0311,"Dvorak (2006) Social wasps (Hymenoptera: Vespidae) trapped with beer in European forest ecosystems. Acta Musei Moraviae, Scientiae biologicae (Brno) 92: 181-204, 2007",Native
